Location,Type,N_Rent_Households_18,Overall_Burden_Rate_18,Moderate_Burden_Rate_18,Severe_Burden_Rate_18,N_Burden_Overall_18,N_Burden_Moderate_18,N_Burden_Severe_18,Median_Rent_18,Median_Renter_Income_18,N_Rent_Households_17,Overall_Burden_Rate_17,Moderate_Burden_Rate_17,Severe_Burden_Rate_17,N_Burden_Overall_17,N_Burden_Moderate_17,N_Burden_Severe_17,Median_Rent_17,Median_Renter_Income_17,N_Rent_Households_08,Overall_Burden_Rate_08,Moderate_Burden_Rate_08,Severe_Burden_Rate_08,N_Burden_Overall_08,N_Burden_Moderate_08,N_Burden_Severe_08,Median_Rent_08,Median_Renter_Income_08,N_Rent_Households_change_17_18,Overall_Burden_Rate_change_17_18,Moderate_Burden_Rate_change_17_18,Severe_Burden_Rate_change_17_18,N_Burden_Overall_change_17_18,N_Burden_Moderate_change_17_18,N_Burden_Severe_change_17_18,Median_Rent_change_17_18,Median_Renter_Income_change_17_18,N_Rent_Households_change_08_18,Overall_Burden_Rate_change_08_18,Moderate_Burden_Rate_change_08_18,Severe_Burden_Rate_change_08_18,N_Burden_Overall_change_08_18,N_Burden_Moderate_change_08_18,N_Burden_Severe_change_08_18,Median_Rent_change_08_18
"Duval, FL",County,156870,0.503,0.273,0.23,78869,42850,36019,1082,41040,0.501,0.287,0.214,73979,42370,31609,1023,39694,114893,0.514,0.284,0.23,59000,32622,26378,1017,38472,9263,0.002,-0.014,0.015,4890,480,4410,0.057,0.034,41977,-0.011,-0.011,0,19869,10228,9641,0.064,0.067
"East Baton Rouge , LA",County,59835,0.565,0.263,0.302,33793,15714,18079,917,32227,0.518,0.218,0.3,31001,13038,17963,928,32450,60101,0.572,0.254,0.317,34349,15294,19055,876,29284,-30,0.047,0.045,0.002,2792,2676,116,-0.012,-0.007,-266,-0.007,0.008,-0.015,-556,420,-976,0.047,0.101
"Eaton, MI",County,10966,0.405,0.188,0.217,4443,2064,2379,863,35707,0.374,0.207,0.167,4505,2497,2008,854,38416,8935,0.399,0.148,0.252,3566,1318,2248,793,31902,-1074,0.031,-0.019,0.05,-62,-433,371,0.011,-0.071,2031,0.006,0.041,-0.035,877,746,131,0.088,0.119
"Eau Claire, WI",County,13721,0.416,0.229,0.187,5706,3138,2568,801,36477,0.489,0.224,0.265,6805,3122,3683,787,31164,12267,0.49,0.238,0.252,6011,2922,3089,739,29842,-186,-0.073,0.004,-0.078,-1099,16,-1115,0.018,0.17,1454,-0.074,-0.009,-0.065,-305,216,-521,0.083,0.222
"Ector, TX",County,17340,0.375,0.228,0.147,6494,3952,2542,1028,44748,0.411,0.28,0.131,6735,4585,2150,971,49035,13372,0.366,0.219,0.147,4891,2931,1960,691,37015,960,-0.037,-0.052,0.015,-241,-633,392,0.059,-0.087,3968,0.009,0.009,0,1603,1021,582,0.488,0.209
"El Dorado, CA",County,16486,0.495,0.216,0.279,8160,3566,4594,1346,50891,0.564,0.341,0.223,8145,4926,3219,1260,46329,18052,0.496,0.243,0.253,8962,4391,4571,1174,51315,2038,-0.069,-0.125,0.056,15,-1360,1375,0.068,0.098,-1566,-0.001,-0.027,0.025,-802,-825,23,0.147,-0.008
"El Paso, CO",County,84916,0.534,0.29,0.244,45324,24638,20686,1194,45749,0.545,0.315,0.23,50174,28992,21182,1180,43034,69254,0.459,0.245,0.214,31793,16984,14809,946,39654,-7173,-0.011,-0.025,0.014,-4850,-4354,-496,0.012,0.063,15662,0.075,0.045,0.03,13531,7654,5877,0.262,0.154
"El Paso, TX",County,97142,0.497,0.259,0.238,48326,25172,23154,801,30097,0.518,0.284,0.234,50722,27820,22902,851,30504,75018,0.52,0.251,0.269,38998,18830,20168,684,24154,-688,-0.021,-0.025,0.004,-2396,-2648,252,-0.058,-0.013,22124,-0.022,0.008,-0.03,9328,6342,2986,0.172,0.246
"Elkhart, IN",County,19731,0.395,0.205,0.19,7787,4040,3747,804,35838,0.328,0.167,0.161,6897,3505,3392,812,41972,18169,0.479,0.195,0.284,8700,3549,5151,828,34477,-1302,0.067,0.038,0.029,890,535,355,-0.009,-0.146,1562,-0.084,0.009,-0.094,-913,491,-1404,-0.029,0.039
"Ellis, TX",County,13984,0.423,0.209,0.214,5910,2924,2986,1052,47316,0.398,0.231,0.167,5485,3181,2304,999,50143,10223,0.469,0.29,0.179,4790,2962,1828,1012,43096,199,0.025,-0.022,0.046,425,-257,682,0.053,-0.056,3761,-0.046,-0.081,0.035,1120,-38,1158,0.04,0.098
"Elmore, AL",County,6600,0.58,0.311,0.269,3827,2052,1775,837,33484,0.495,0.158,0.337,3532,1125,2407,945,39077,4712,0.557,0.27,0.287,2625,1274,1351,793,40524,-539,0.085,0.153,-0.068,295,927,-632,-0.115,-0.143,1888,0.023,0.041,-0.018,1202,778,424,0.056,-0.174
"Erie, NY",County,131293,0.489,0.216,0.274,64253,28321,35932,836,33216,0.512,0.233,0.279,66017,30068,35949,808,31136,123238,0.513,0.21,0.303,63220,25836,37384,792,30390,2230,-0.022,-0.017,-0.005,-1764,-1747,-17,0.034,0.067,8055,-0.024,0.006,-0.03,1033,2485,-1452,0.056,0.093
"Erie, OH",County,9117,0.464,0.162,0.302,4228,1476,2752,779,33345,0.399,0.151,0.248,4097,1551,2546,699,34103,7719,0.543,0.306,0.237,4194,2362,1832,759,31265,-1140,0.064,0.011,0.054,131,-75,206,0.114,-0.022,1398,-0.08,-0.144,0.065,34,-886,920,0.026,0.067
"Erie, PA",County,35289,0.521,0.241,0.28,18392,8512,9880,761,27726,0.45,0.215,0.235,14974,7153,7821,740,27947,30001,0.478,0.224,0.254,14355,6728,7627,681,26766,1978,0.072,0.026,0.045,3418,1359,2059,0.029,-0.008,5288,0.043,0.017,0.026,4037,1784,2253,0.117,0.036
"Escambia, FL",County,40582,0.483,0.296,0.187,19612,12018,7594,965,37117,0.513,0.312,0.201,22860,13911,8949,980,36146,33083,0.594,0.301,0.292,19642,9971,9671,939,33254,-3982,-0.03,-0.016,-0.014,-3248,-1893,-1355,-0.016,0.027,7499,-0.11,-0.005,-0.105,-30,2047,-2077,0.028,0.116
"Essex, MA",County,103709,0.585,0.289,0.296,60652,29961,30691,1278,38338,0.527,0.255,0.272,53478,25904,27574,1192,38377,90244,0.527,0.262,0.266,47574,23606,23968,1141,36609,2208,0.058,0.034,0.024,7174,4057,3117,0.072,-0.001,13465,0.058,0.027,0.03,13078,6355,6723,0.12,0.047
"Essex, NJ",County,153669,0.542,0.229,0.312,83262,35259,48003,1187,37701,0.556,0.259,0.297,82536,38502,44034,1176,37906,144363,0.509,0.25,0.259,73426,36067,37359,1133,41379,5193,-0.014,-0.03,0.016,726,-3243,3969,0.01,-0.005,9306,0.033,-0.02,0.054,9836,-808,10644,0.047,-0.089
"Etowah, AL",County,9914,0.468,0.336,0.132,4638,3328,1310,685,30715,0.521,0.266,0.255,4367,2231,2136,636,19196,9944,0.383,0.201,0.182,3807,1999,1808,606,25890,1531,-0.053,0.07,-0.123,271,1097,-826,0.078,0.6,-30,0.085,0.135,-0.05,831,1329,-498,0.131,0.186
"Fairfax, VA",County,119919,0.461,0.239,0.222,55264,28651,26613,1851,78655,0.473,0.239,0.235,59122,29808,29314,1859,76706,96693,0.45,0.252,0.198,43532,24405,19127,1739,79142,-5023,-0.012,0,-0.013,-3858,-1157,-2701,-0.004,0.025,23226,0.011,-0.013,0.024,11732,4246,7486,0.064,-0.006
"Fairfield, CT",County,112953,0.553,0.244,0.309,62504,27606,34898,1439,45735,0.542,0.242,0.299,57062,25537,31525,1479,47910,85370,0.528,0.259,0.269,45101,22106,22995,1447,49981,7627,0.012,0.002,0.01,5442,2069,3373,-0.027,-0.045,27583,0.025,-0.015,0.04,17403,5500,11903,-0.006,-0.085
"Fairfield, OH",County,12011,0.513,0.299,0.213,6156,3597,2559,882,31887,0.459,0.205,0.254,6775,3023,3752,914,36147,11895,0.427,0.256,0.171,5077,3048,2029,854,36921,-2751,0.054,0.095,-0.041,-619,574,-1193,-0.035,-0.118,116,0.086,0.043,0.042,1079,549,530,0.033,-0.136
